,rt,old or new,accuracy,test item,condition,trials,block,node type,participant,resp_old,response,node_type,participant_id
232,0.9654162982478738,old,1.0,stimuli/257.png,unstructured,52,1,boundary,24069.0,1,1,boundary,24069.0
233,1.782291594427079,new,1.0,stimuli/238.png,unstructured,53,1,new,24069.0,0,-1,new,24069.0
234,0.8645095373503864,new,1.0,stimuli/140.png,unstructured,54,1,new,24069.0,0,-1,new,24069.0
235,0.624287857208401,old,1.0,stimuli/119.png,unstructured,55,1,boundary,24069.0,1,1,boundary,24069.0
236,0.7454935116693377,old,1.0,stimuli/183.png,unstructured,56,1,nonboundary,24069.0,1,1,nonboundary,24069.0
237,0.7473019026219845,new,1.0,stimuli/279.png,unstructured,57,1,new,24069.0,0,-1,new,24069.0
238,1.4128217357210815,new,1.0,stimuli/38.png,unstructured,58,1,new,24069.0,0,-1,new,24069.0
239,0.7010009386576712,old,1.0,stimuli/291.png,unstructured,59,1,nonboundary,24069.0,1,1,nonboundary,24069.0
240,1.7610910716466606,old,1.0,stimuli/291.png,unstructured,60,2,nonboundary,24069.0,1,1,nonboundary,24069.0
241,0.8843139978125691,old,1.0,stimuli/257.png,unstructured,61,2,boundary,24069.0,1,1,boundary,24069.0
242,0.8971752761863172,new,1.0,stimuli/43.png,unstructured,62,2,new,24069.0,0,-1,new,24069.0
243,2.168711306527257,new,1.0,stimuli/94.png,unstructured,63,2,new,24069.0,0,-1,new,24069.0
244,0.9529389748349786,old,1.0,stimuli/253.png,unstructured,64,2,nonboundary,24069.0,1,1,nonboundary,24069.0
245,0.7598018646240234,new,1.0,stimuli/108.png,unstructured,65,2,new,24069.0,0,-1,new,24069.0
